ITS2 type profile UID		73804	74170	74169	74092	74171	74684	74031	74155	74594	73954	74596	74402	74192	74225	74206
Clade		B	C	C	C	C	C	C	C	C	C	C	C	C	C	C
Majority ITS2 sequence		B1	C42a/C42aw/C1	C33.2	C42a	C33a	C33.2	C42a	C1	C42a	C15h	C42a	F3.1	C15h	C50a	C3k
Associated species		S. minutum,S. antillogorgium,S. pseudominutum	S. goreaui	None	S. goreaui	None	None	None	S. goreaui	S. goreaui	None	S. goreaui	None	None	None	None
ITS2 profile abundance local		1	63	50	33	10	8	4	2	1	1	1	1	1	1	1
ITS2 profile abundance DB		24	64	50	138	10	8	8	48	181	38	21	10	55	45	22
ITS2 type profile		B1-B1g	C42a/C42aw/C1-C42.2-C1b-C1j-C1au-C42av	C33.2-C33a-C1-C3fp-C42au-C33b	C42a/C42.2/C1/C1b/C1j/C3-C1au	C33a-C33.2-C1-C3fp	C33.2	C42a-C42.2-C1-C42at-C1b-C1j	C1/C42.2/C3-C1b	C42.2/C1/C42a/C1b-C1az-C1au-C3-C115d-C1j	C15h	C42a/C42.2/C1/C1b/C3-C1au	F3.1	C15h/C3	C50a	C3k
109190	122_march	0	33971.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109105	120_april	0	30935.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109195	153_march	0	49199.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109200	172_march	0	27128.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109180	103_march	0	50357.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109148	318_april	0	24444.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109234	358_march	0	39659.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109149	319_april	0	33648.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109193	126_march	0	27038.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109222	308_march	0	35711.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109235	360_march	0	43168.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109238	367_march	0	28280.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109087	102_april	0	37047.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109147	317_april	0	28004.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109223	310_march	0	36608.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109241	373_march	0	35609.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109225	315_march	0	37288.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109182	107_march	0	54836.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109196	157_march	0	34718.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109199	171_march	0	42320.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109221	307_march	0	50654.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109224	311_march	0	42848.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109138	308_april	0	35338.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109228	321_march	0	36324.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109186	114_march	0	35146.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109088	103_april	0	41305.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109103	118_april	0	34677.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109107	122_april	0	25852.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109237	365_march	0	48954.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109189	121_march	0	47652.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109233	357_march	0	43160.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109142	312_april	0	38900.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109098	113_april	0	34782.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109152	322_april	0	37793.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109099	114_april	0	35618.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109229	323_march	209.0	46867.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109192	125_march	0	33967.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109240	371_march	0	38970.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109140	310_april	0	24203.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109144	314_april	0	41861.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109139	309_april	0	37397.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109092	107_april	0	30072.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109102	117_april	0	31475.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109106	121_april	0	25893.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109137	307_april	0	34643.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109135	305_april	0	38140.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109218	303_march	0	35454.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109151	321_april	0	31496.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109090	105_april	0	32094.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109153	323_april	0	31875.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109146	316_april	0	34531.0	0	0	0	0	0	0	0	0	0	0	0	0	0
109096	111_april	0	35081.0	0	0	0	0	0	0	0	0	0	0	0	0	0
