ITS2 type profile UID		174017	174132	174130	174140	174129	174138	174131	173372	175114	175115
Clade		C	C	C	C	C	C	C	C	D	D
Majority ITS2 sequence		C40	C40	C40	C40	C40	C40	C40	C40	D1	D1
Associated species		None	None	None	None	None	None	None	None	None	None
ITS2 profile abundance local		70	13	5	3	2	2	1	1	1	1
ITS2 profile abundance DB		317	50	36	22	8	57	12	21	3	151
ITS2 type profile		C40-C3-C115-C40h	C40-C3-C40j	C40-C40i-C3	C40-C40i-C3-C115	C40/C15h-C3	C40/C15h-C3-C115	C40-C116-C3-C115	C40/C3	D1-D4-D17c-D1r-D4c-D17d-D5m	D1-D4-D17d-D4c-D1r-D17e-D17c-D17j
113750	16	5843.0	0	0	0	0	0	0	0	0	0
113877	3013	5614.0	0	0	0	0	0	0	0	0	0
113924	3061	4409.0	0	0	0	0	0	0	0	0	0
113942	3081	7559.0	0	0	0	0	0	0	0	0	0
113887	3023	6748.0	0	0	0	0	0	0	0	0	0
113883	3019	7449.0	0	0	0	0	0	0	0	0	0
113938	3077	5345.0	0	0	0	0	0	0	0	0	0
113888	3024	7755.0	0	0	0	0	0	0	0	0	0
113917	3054	7907.0	0	0	0	0	0	0	0	0	0
113884	3020	8840.0	0	0	0	0	0	0	0	0	0
113897	3033	6385.0	0	0	0	0	0	0	0	0	0
113926	3063	3376.0	0	0	0	0	0	0	0	0	0
113757	77	5790.0	0	0	0	0	0	0	0	0	0
113934	3072	7469.0	0	0	0	0	0	0	0	0	0
113875	3011	6298.0	0	0	0	0	0	0	0	0	0
113732	72	5330.0	0	0	0	0	0	0	0	0	0
113871	3007	7090.0	0	0	0	0	0	0	0	0	0
113876	3012	6770.0	0	0	0	0	0	0	0	0	0
113911	3048	4330.0	0	0	0	0	0	0	0	0	0
113909	3046	5750.0	0	0	0	0	0	0	0	0	0
113894	3030	6379.0	0	0	0	0	0	0	0	0	0
113753	20	3611.0	0	0	0	0	0	0	0	0	0
113892	3028	7739.0	0	0	0	0	0	0	0	0	0
113936	3075	3959.0	0	0	0	0	0	0	0	0	0
113919	3056	7151.0	0	0	0	0	0	0	0	0	0
113940	3079	7312.0	0	0	0	0	0	0	0	0	0
113886	3022	3736.0	0	0	0	0	0	0	0	0	0
113862	2999	5234.0	0	0	0	0	0	0	0	0	0
113754	76	5228.0	0	0	0	0	0	0	0	0	0
113889	3025	7609.0	0	0	0	0	0	0	0	0	0
113868	3004	4517.0	0	0	0	0	0	0	0	0	0
113903	3040	7662.0	0	0	0	0	0	0	0	0	0
113901	3038	6014.0	0	0	0	0	0	0	0	0	0
113898	3034	6882.0	0	0	0	0	0	0	0	0	0
113882	3018	5912.0	0	0	0	0	0	0	0	0	0
113910	3047	9373.0	0	0	0	0	0	0	0	0	0
113927	3064	6589.0	0	0	0	0	0	0	0	0	0
113904	3041	8000.0	0	0	0	0	0	0	0	0	0
113872	3008	8023.0	0	0	0	0	0	0	0	0	0
113925	3062	8801.0	0	0	0	0	0	0	0	0	0
113939	3078	4428.0	0	0	0	0	0	0	0	0	0
113879	3015	6779.0	0	0	0	0	0	0	0	0	0
113881	3017	7696.0	0	0	0	0	0	0	0	0	0
113920	3057	3081.0	0	0	0	0	0	0	0	0	0
113857	2993	7996.0	0	0	0	0	0	0	0	0	0
113874	3010	6118.0	0	0	0	0	0	0	0	0	0
113865	3002	6171.0	0	0	0	0	0	0	0	0	0
113893	3029	7805.0	0	0	0	0	0	0	0	0	0
113860	2997	7192.0	0	0	0	0	0	0	0	0	0
113923	3060	6755.0	0	0	0	0	0	0	0	0	0
113864	3001	8326.0	0	0	0	0	0	0	0	0	0
113863	3000	5256.0	0	0	0	0	0	0	0	0	0
113854	2990	9297.0	0	0	0	0	0	0	0	0	0
113856	2992	6904.0	0	0	0	0	0	0	0	0	0
113890	3026	6114.0	0	0	0	0	0	0	0	0	0
113855	2991	6415.0	0	0	0	0	0	0	0	0	0
113899	3035	5240.0	0	0	0	0	0	0	0	0	0
113906	3043	5780.0	0	0	0	0	0	0	0	0	0
113912	3049	4917.0	0	0	0	0	0	0	0	0	0
113861	2998	4796.0	0	0	0	0	0	0	0	0	0
113915	3052	3538.0	0	0	0	0	0	0	0	0	0
113908	3045	7156.0	0	0	0	0	0	0	0	0	0
113896	3032	7405.0	0	0	0	0	0	0	0	0	0
113921	3058	4889.0	0	0	0	0	0	0	0	0	0
113931	3068	1283.0	0	0	0	0	0	0	0	0	0
113873	3009	3546.0	0	0	0	0	0	0	0	0	0
113933	3070	5406.0	0	0	0	0	0	0	0	0	0
113891	3027	7763.0	0	0	0	0	0	0	0	0	0
113885	3021	6069.0	0	0	0	0	0	0	0	0	0
113935	3073	2721.0	0	0	0	0	0	0	0	0	0
113937	3076	0	3737.0	0	0	0	0	0	0	0	0
113870	3006	0	5621.0	0	0	0	0	0	0	0	0
113941	3080	0	5015.0	0	0	0	0	0	0	0	0
113922	3059	0	5648.0	0	0	0	0	0	0	0	0
113928	3065	0	1770.0	0	0	0	0	0	0	0	0
113932	3069	0	6288.0	0	0	0	0	0	0	0	0
113902	3039	0	3995.0	0	0	0	0	0	0	0	0
113918	3055	0	6364.0	0	0	0	0	0	0	0	0
113847	2932	0	4004.0	0	0	0	0	0	0	0	0
113930	3067	0	6241.0	0	0	0	0	0	0	0	0
113905	3042	0	7599.0	0	0	0	0	0	0	0	0
113867	3003	0	7743.0	0	0	0	0	0	0	0	291.0
113853	2989	0	3913.0	0	0	0	0	0	0	685.0	0
113880	3016	0	0	7492.0	0	0	0	0	0	0	0
113866	2994	0	0	7620.0	0	0	0	0	0	0	0
113858	2995	0	0	6487.0	0	0	0	0	0	0	0
113929	3066	0	0	7594.0	0	0	0	0	0	0	0
113869	3005	0	0	8409.0	0	0	0	0	0	0	0
113859	2996	0	0	0	7037.0	0	0	0	0	0	0
113916	3053	0	0	0	8075.0	0	0	0	0	0	0
113895	3031	0	0	0	6182.0	0	0	0	0	0	0
113900	3037	0	0	0	0	15447.0	0	0	0	0	0
113913	3050	0	0	0	0	5262.0	0	0	0	0	0
113907	3044	0	0	0	0	0	6195.0	0	0	0	0
113914	3051	0	0	0	0	0	5815.0	0	0	0	0
113743	30	0	0	0	0	0	0	7987.0	0	0	0
113878	3014	0	0	0	0	0	0	0	3560.0	0	0
Sequence accession / SymPortal UID		25860-32-20866-348152	25860-32-39511	25860-41818-32	25860-32-41818-20866	25860-32-1584	25860-1584-32-20866	25860-32-632-20866	25860-32	853-854-1730-2582-1759-939-944	853-854-944-1730-2587-1759-2582-1768
Average defining sequence proportions and [stdev]		0.868[0.039]-0.071[0.023]-0.040[0.013]-0.021[0.006]	0.914[0.015]-0.058[0.012]-0.028[0.008]	0.730[0.162]-0.196[0.156]-0.074[0.018]	0.846[0.018]-0.064[0.009]-0.051[0.022]-0.039[0.006]	0.885[0.015]-0.069[0.007]-0.047[0.022]	0.769[0.039]-0.118[0.093]-0.073[0.028]-0.040[0.026]	0.891[nan]-0.052[nan]-0.029[nan]-0.028[nan]	0.879[nan]-0.121[nan]	0.601[nan]-0.231[nan]-0.072[nan]-0.035[nan]-0.028[nan]-0.018[nan]-0.016[nan]	0.546[nan]-0.261[nan]-0.055[nan]-0.041[nan]-0.031[nan]-0.027[nan]-0.021[nan]-0.017[nan]
