sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	760290_A	C15	C15bn	C15ev	C15bi	C15by	C15ij	C15ss	C15ac	48336_C	C15l	C15st	C15gb	C15he	C15bb	69713_C	C15dt	C15er	C15n	C15sr	8797_C	491246_C	C15ai	C15ed	C15il	C15dq	C15.8	C15ii	10255_C	C15sc	38402_C	C15km	176768_C	C93l	527_C	54777_C	C15h	C15br	C15jl	C15hs	491323_C	69925_C	C15ko	C15ay	C15pm	C15kj	C15cc	C15bq	C15ps	C116aa	593_C	C15kk	C15kh	C15mj	69714_C	C15kl	C15im	C15bd	C15lu	C15af	64094_C	11309_C	139563_C	C15bp	C15mh	784_C	C15hu	1340_C	C15az	C15qx	C15cn	C15lg	8813_C	540_C	4548_C	C15jm	69928_C	C15fz	C15cq	C116t	C15ch	C116bf	616_C	280301_C	572181_C	1894454_C	868_C	69927_C	54735_C	C116	556195_C	38812_C	54733_C	41730_C	14049_C	215007_C	C15jk	5749_C	28334_C	C15jj	33293_C	19760_C	534597_C	491287_C	C15mk	69972_C	537352_C	C15bo	1890506_C	C15fh	C15rx	C116ak	C15mi	C15.1	21431_C	C15hr	537363_C	782_C	69926_C	1894470_C	710_C	69929_C	69666_C	C22z	C15kn	C15jn	C15gk	490975_C	1890754_C	69930_C	31123_C	C15cd	C15kp	69931_C	808_C	5663_C	146771_C	17078_C	C15ry	C116ab	719_C	707_C	C15id	491344_C	1890571_C	C15qu	7151_C	31405_C	71927_C	C15bc	C116au	15537_C	C15kw	C15pe	267765_C	1894455_C	C15gr	C15df	1890512_C	267767_C	170915_C	537343_C	1894471_C	69531_C	1894456_C	724526_C	354940_C	5274_C	C15qe	8914_C	4671_C	1894457_C	32296_C	D4	D17f	11827_D	2580_D	D9e	1894459_D	1894458_D	D17ai	D5m	D4ar	1894460_D	263164_D	D17aj	26034_D	1894461_D	25953_D	1894462_D	375281_D	1894463_D	26019_D	22602_D	13996_D	937_D	1894464_D	D4k	D17k	26058_D	1894465_D	1894468_D	1894467_D	1894466_D	D4aw	26024_D	1894469_D	10207_D	F4.8a	G3x	G3ap	G3z
135522	B4_S16	FouhaFinalJF_B4_S16_R1_NoIll_ITS.fastq.gz	67bacee4969f8229d4952f730397978febb7c2c68e906dec716442896d572243	FouhaFinalJF_B4_S16_R2_NoIll_ITS.fastq.gz	2c4cd06f776ac6e751326efd6e333db88429bbac887d6c8da6601657c1a7a2e6	645	20210914_fifer	7030	5468	233	5468	233	0	0	0	0	5287	16	0	0	174	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	4386	103	163	0	54	0	122	0	57	0	74	31	38	0	50	38	0	0	53	31	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	21	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135556	E2_S50	FouhaFinalJF_E2_S50_R1_NoIll_ITS.fastq.gz	1a55b2bf81d7e58320c8f4a9e21f829698cf657801632a7da20132299f23b22f	FouhaFinalJF_E2_S50_R2_NoIll_ITS.fastq.gz	26ddd050fdde19ec0fd937fab1970967c196408c844d629077c39bbe0a95fde4	645	20210914_fifer	3334	2396	117	2396	117	0	0	0	0	2289	17	0	0	66	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	1869	42	93	0	24	0	45	0	22	0	26	22	26	0	16	26	0	0	13	18	0	13	0	0	0	0	0	0	0	0	0	10	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135521	B3_S15	FouhaFinalJF_B3_S15_R1_NoIll_ITS.fastq.gz	4b3e0e113deb431aedac3b3b849d9897f0b940f87a7cf60fa3b8d021945701f0	FouhaFinalJF_B3_S15_R2_NoIll_ITS.fastq.gz	d55a2059d8338a2dbdbcec0efd5c9e8d9833d7baf9dbc78115798cdf9d89b04a	645	20210914_fifer	9641	7192	302	7192	302	0	0	0	0	6690	17	0	0	320	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	5509	141	217	0	68	0	160	0	64	0	73	51	56	0	0	0	0	0	64	37	0	0	0	0	31	0	0	0	0	32	0	61	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135539	C9_S33	FouhaFinalJF_C9_S33_R1_NoIll_ITS.fastq.gz	7079c0804597fa4bd6bba9d7785f49e1b8841bf98ce80a40fb586673630c607b	FouhaFinalJF_C9_S33_R2_NoIll_ITS.fastq.gz	c3be696461c03cd9feba8396d30c757651745ddcb059c25a949aaa22de080ab3	645	20210914_fifer	8378	6136	269	6136	269	0	0	0	0	5897	17	0	0	177	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	4820	121	186	0	55	0	180	0	69	0	136	38	25	0	47	33	0	0	63	33	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	25	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
135535	C5_S29	FouhaFinalJF_C5_S29_R1_NoIll_ITS.fastq.gz	abb11370d8c68d6162515f7c4d31673e8ceb3dd59eb15e06a15c9f1638d27ed1	FouhaFinalJF_C5_S29_R2_NoIll_ITS.fastq.gz	9965707cd90acb803d493aee9fd57aa40edc16617b6e4b60f1d5d92c8f75d61d	645	20210914_fifer	11928	9248	344	9248	344	0	0	0	0	8811	21	0	0	359	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	7016	171	273	104	65	0	183	0	78	0	126	107	53	0	77	68	0	0	80	42	84	0	0	0	0	0	0	0	0	42	56	0	59	0	0	0	0	0	0	0	0	48	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135506	A10_S10	FouhaFinalJF_A10_S10_R1_NoIll_ITS.fastq.gz	0208527c78cefe03853247a372f53c42eb3a50962f3c746b9f88773b6063c029	FouhaFinalJF_A10_S10_R2_NoIll_ITS.fastq.gz	4769656d34cf449e629b6c3a0768c1c153415fe622563ee29bef4cdb278bdbe4	645	20210914_fifer	32129	25102	659	25102	659	0	0	0	0	23690	54	0	0	615	1146	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	16849	415	598	0	169	0	385	0	160	0	282	133	157	0	155	144	0	0	128	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702	448	212	170	145	109	97	60	59	58	56	54	50	44	40	34	33	31	29	27	27	27	26	26	22	21	18	14	13	13	13	12	11	11	11	0	0	0	0
135519	B12_S24	FouhaFinalJF_B12_S24_R1_NoIll_ITS.fastq.gz	fc252e9cb759c656e2249dc643ba73ed870bb3ff5afd041692168361ff36ebd4	FouhaFinalJF_B12_S24_R2_NoIll_ITS.fastq.gz	58360b09891996f8b14b0797f4b5c9be4052481617ba67ceaee8d73258ac2065	645	20210914_fifer	19151	14824	458	14790	457	0	0	34	1	13682	11	0	0	234	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	10315	1385	322	0	153	646	0	493	94	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	63	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135576	H1_S85	FouhaFinalJF_H1_S85_R1_NoIll_ITS.fastq.gz	49edffbf0e6ee47705f34dfce200fe9fae8ff5e5d30c5c7df48bffd6f3b0d5b9	FouhaFinalJF_H1_S85_R2_NoIll_ITS.fastq.gz	c1ab07d66e674d1eb078325c3991cf288ae568253c6d76312aebdb3b2002fb3b	645	20210914_fifer	10737	8140	336	8128	335	0	0	12	1	7561	14	0	0	109	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	5952	540	170	0	66	257	37	223	76	0	0	0	41	0	0	0	0	0	0	0	0	43	0	0	46	0	0	0	36	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135520	B2_S14	FouhaFinalJF_B2_S14_R1_NoIll_ITS.fastq.gz	3900ddf8afedb26e6103945cd75e8eec4f7cc1ee4df1017b355cdb0e13320c5f	FouhaFinalJF_B2_S14_R2_NoIll_ITS.fastq.gz	a8306341bce09f191396c20610233ee788b2bba0772abcaa5e5cbd0a828a2f53	645	20210914_fifer	10080	7688	309	7668	308	0	0	20	1	7129	15	0	0	220	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	5249	661	179	0	73	319	0	279	56	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	34	0	0	43	0	0	0	41	0	0	33	36	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135530	C11_S35	FouhaFinalJF_C11_S35_R1_NoIll_ITS.fastq.gz	9200a72985c906286d4d60a55a0ab8986b692790e19c9e33209999a25befff6f	FouhaFinalJF_C11_S35_R2_NoIll_ITS.fastq.gz	30426aba80916da61285f69216eec8d54a46d442271f33c4d65a435da8cd784b	645	20210914_fifer	16484	13007	434	12988	432	0	0	19	2	12259	15	0	0	224	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	9444	906	346	0	152	421	0	346	87	0	0	0	0	0	0	69	0	0	0	55	0	73	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	75	0	0	0	86	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135529	C10_S34	FouhaFinalJF_C10_S34_R1_NoIll_ITS.fastq.gz	c793939985396747f5dbc34699fb0d2c375e8e08aad481d1c07d1bf7fb5b8792	FouhaFinalJF_C10_S34_R2_NoIll_ITS.fastq.gz	c400fa353a2f242b88a99f71fd5e297289e025cb9f7760ab83b1905e4fbd4da7	645	20210914_fifer	34982	27898	703	27866	702	0	0	32	1	26120	16	0	0	538	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	19515	2216	758	0	250	1084	136	801	183	0	0	128	0	0	213	0	0	0	0	142	0	114	0	0	114	0	0	0	231	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135531	C12_S36	FouhaFinalJF_C12_S36_R1_NoIll_ITS.fastq.gz	d72cf85834b5b285557191409c08f24404a9be8a75edc33140995d96133819a0	FouhaFinalJF_C12_S36_R2_NoIll_ITS.fastq.gz	a72cb05f5f8bdbde028a8eab7926a13f7ae59aef40996d504842eb47dbd46608	645	20210914_fifer	15276	11902	419	11871	418	0	0	31	1	11147	16	0	0	192	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	7382	1469	225	0	116	716	111	482	70	0	91	0	0	0	0	0	0	0	0	0	0	66	0	0	52	0	0	63	60	0	0	0	0	59	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135540	D1_S37	FouhaFinalJF_D1_S37_R1_NoIll_ITS.fastq.gz	c66560d1333735b5281817d53a67e91e9ed195fd00af72dc987d5c2913e25a05	FouhaFinalJF_D1_S37_R2_NoIll_ITS.fastq.gz	d6eb48eda9bf8febfca2d51768d01ec9f781e02cd647bb1bc4c46818f814815c	645	20210914_fifer	9776	7509	294	7483	293	0	0	26	1	7202	17	0	0	188	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	5284	784	163	0	56	203	44	207	85	0	0	31	0	0	0	0	34	0	0	0	0	56	0	0	32	0	0	63	44	0	0	0	0	40	0	0	0	0	37	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135561	E7_S55	FouhaFinalJF_E7_S55_R1_NoIll_ITS.fastq.gz	7306b51a34754ea8d75703e0f38fae60d1850e86af0efb9135c3e3cd8f6db71a	FouhaFinalJF_E7_S55_R2_NoIll_ITS.fastq.gz	fc16ea5ba9bd4fb06d18f19fd276956059fc286f5ebc2dfb507d877a5dcb2452	645	20210914_fifer	6733	4342	197	4335	196	0	0	7	1	4084	18	0	0	73	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	2978	352	70	0	41	180	28	146	37	0	23	0	20	0	0	0	0	0	0	0	0	46	0	0	17	0	0	36	32	0	0	0	0	0	0	19	0	0	25	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135549	D7_S43	FouhaFinalJF_D7_S43_R1_NoIll_ITS.fastq.gz	90f96170e9ece379600976e2535673fbd59755a730dd86804943a51532ca40d0	FouhaFinalJF_D7_S43_R2_NoIll_ITS.fastq.gz	7636229b560279b3b923f1bd8e5bdebaa330f3695d57387e23eed3712a9b1253	645	20210914_fifer	3470	2427	112	2420	111	0	0	7	1	2369	20	0	0	69	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	1618	256	32	0	20	122	0	119	23	0	0	11	0	0	0	0	11	0	0	0	0	19	0	0	11	0	0	13	0	0	0	0	0	22	0	11	0	0	10	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135513	A7_S7	FouhaFinalJF_A7_S7_R1_NoIll_ITS.fastq.gz	4b1b74085c1a7d88520249c5b3473525887148a27d70307d4e6dfbcab72e9d9d	FouhaFinalJF_A7_S7_R2_NoIll_ITS.fastq.gz	857afd39410b3b293deb090904bcc19de83cb2d0625656e3db85ee996750248d	645	20210914_fifer	8388	6412	276	6395	275	0	0	17	1	6073	19	0	0	141	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	4505	505	123	0	54	202	65	155	58	0	0	0	0	0	0	0	39	0	0	0	0	35	0	0	29	0	0	44	35	0	0	0	0	39	0	39	0	0	39	0	0	0	47	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135509	A2_S2	FouhaFinalJF_A2_S2_R1_NoIll_ITS.fastq.gz	39e722ae220ce227624afe6d676795692c0f734cc7f88f8b97af0e66a631d5ff	FouhaFinalJF_A2_S2_R2_NoIll_ITS.fastq.gz	8f6fd4f7277747f057426228bbb48d116117c339fc7c7f91642f2847c295b731	645	20210914_fifer	7261	5415	244	5406	243	0	0	9	1	5192	21	0	0	123	0	0	0	0	0	0	coral_field	cnidaria	Anthozoa	scleractinia	poritidae	porites	lobata	999.00000000	999.00000000	201905	0.5-7.0	0	3788	378	132	0	75	204	33	159	38	0	0	28	34	0	0	35	0	0	0	33	0	30	0	0	29	0	0	0	27	0	0	0	0	27	25	28	0	0	29	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
