ITS2 type profile UID		129288	129658	128299	128961	128938	128962	128960	129642	128959
Clade		A	A	A	C	C	C	C	C	C
Majority ITS2 sequence		A1	A1	A3	C3ae	C3ae	C3ae	C3ae/C3g	C3ae/C3g/C3io	C3ae/C3f
Associated species		S. microadriaticum	S. microadriaticum	S. natans,S. tridacnidorum	None	None	None	None	None	None
ITS2 profile abundance local		5	3	1	37	22	14	9	6	2
ITS2 profile abundance DB		5	20	149	50	23	14	10	15	4
ITS2 type profile		A1-A1gf-A1g	A1-A1ee	A3	C3ae-C3bj-C3f-C3-C3p-C3k	C3ae-C3f-C3bj-C3-C3p-C3ch	C3ae-C3f-C3-C3bj-C3in-C3p-C3il-C3im	C3ae/C3g-C3f-C3-C3bj	C3ae/C3g/C3f/C3/C3io-C3bj	C3ae/C3f/C3-C3bj
134682	308	0	0	0	2306.0	0	0	0	0	0
134676	300	0	0	0	4618.0	0	0	0	0	0
134655	97	0	0	0	2589.0	0	0	0	0	0
134666	172	0	0	0	5651.0	0	0	0	0	0
134734	627	0	0	0	7381.0	0	0	0	0	0
134654	96	0	0	0	2750.0	0	0	0	0	0
134735	630	0	0	0	4248.0	0	0	0	0	0
134722	600	0	0	0	8805.0	0	0	0	0	0
134645	62	0	0	0	2880.0	0	0	0	0	0
134683	310	0	0	0	3567.0	0	0	0	0	0
134688	377	0	0	0	3496.0	0	0	0	0	0
134642	51	0	0	0	6444.0	0	0	0	0	0
134649	72	0	0	0	1126.0	0	0	0	0	0
134686	316	0	0	0	4510.0	0	0	0	0	0
134679	304	0	0	0	3493.0	0	0	0	0	0
134677	301	0	0	0	2447.0	0	0	0	0	0
134646	63	0	0	0	3887.0	0	0	0	0	0
134680	305	0	0	0	1833.0	0	0	0	0	0
134643	55	0	0	0	5795.0	0	0	0	0	0
134689	378	0	0	0	1816.0	0	0	0	0	0
134733	626	0	0	0	3914.0	0	0	0	0	0
134653	89	0	0	0	1810.0	0	0	0	0	0
134737	633	0	0	0	2070.0	0	0	0	0	0
134681	307	0	0	0	1608.0	0	0	0	0	0
134657	101	0	0	0	3059.0	0	0	0	0	0
134728	614	0	0	0	4946.0	0	0	0	0	0
134647	65	0	0	0	2258.0	0	0	0	0	0
134663	157	0	0	0	1239.0	0	0	0	0	0
134674	276	0	0	0	1620.0	0	0	0	0	0
134685	315	0	0	0	1262.0	0	0	0	0	0
134664	158	0	0	0	2663.0	0	0	0	0	0
134661	117	0	0	0	850.0	0	0	0	0	0
134736	632	0	0	0	2772.0	0	0	0	0	0
134684	311	0	0	0	779.0	0	0	0	0	0
134648	70	0	0	0	2714.0	0	0	0	0	0
134656	98	0	581.0	0	995.0	0	0	0	0	0
134670	177	0	1108.0	0	2096.0	0	0	0	0	0
134709	505	0	0	0	0	559.0	0	0	0	0
134710	511	0	0	0	0	7637.0	0	0	0	0
134650	73	0	0	0	0	6398.0	0	0	0	0
